symbol,model,date,exit_date,entry,stop,exit,qty,value,cost,exit_reason,hold_days,r_multiple,pnl,pct
MUTHOOTFIN,momentum,2025-04-08,2025-04-09,2260.5375768214326,2139.27668957001,2139.27668957001,62,140153.32976292883,350.38332440732205,stop,1,-1.0,-7868.558333995514,-0.056142500126863074
BSE,momentum,2025-04-08,2025-04-22,1822.8334684046936,1684.653761914218,2103.804677173456,55,100255.84076225814,250.63960190564538,target,7,2.033375347979403,15202.7768803763,0.15163981235195492
FORCEMOT,reversal,2025-03-24,2025-04-25,8885.050568431547,6423.518106642405,9115.3857421875,3,26655.15170529464,66.6378792632366,time,20,0.09357389241518932,624.3676420046232,0.023423901274611844
SHREECEM,momentum,2025-03-24,2025-04-25,29481.724971860745,28256.37949181042,30315.552734375,5,147408.62485930373,368.5215621482593,time,20,0.6804838113737603,3800.6172504230135,0.0257828689064196
RBLBANK,reversal,2025-04-01,2025-05-05,175.3964489215876,148.47911647415773,203.10369873046875,298,52268.1417786331,130.67035444658276,time,20,1.0293460491671687,8126.090088600003,0.15546927463034277
SUNDARMFIN,momentum,2025-04-17,2025-05-08,5186.618727157638,4891.227131738696,4891.227131738696,25,129665.46817894095,324.1636704473524,stop,13,-1.0,-7708.953555920913,-0.05945263348976153
DMART,reversal,2025-04-08,2025-05-12,4053.85009765625,3699.6208519664065,4023.5,21,85130.85205078125,212.82713012695314,time,20,-0.08567925439680939,-850.1791809082031,-0.009986734073812209
MANAPPURAM,momentum,2025-04-08,2025-05-12,225.16303175850615,215.00913429577915,227.95904541015625,678,152660.53553226718,381.65133883066795,time,20,0.2753635893915342,1514.0459169880994,0.009917729632673025
HINDPETRO,reversal,2025-04-08,2025-05-12,341.18307827996387,290.2825221419072,356.59130859375,150,51177.46174199458,127.94365435498645,time,20,0.3027124157935458,2183.290892712934,0.042661179714612446
BHARTIHEXA,momentum,2025-05-12,2025-05-16,1728.3568673489265,1626.234420505778,1626.234420505778,76,131355.12191851842,328.38780479629605,stop,4,-1.0,-8089.693764875583,-0.06158643566174559
REDINGTON,momentum,2025-05-12,2025-05-20,249.92686197286216,232.54226113396865,287.1718244888319,447,111717.30730186938,279.2932682546735,target,6,2.1424111408208946,16369.20497638379,0.14652344718757718
FORCEMOT,reversal,2025-04-25,2025-05-26,9228.314608165876,7819.170430975352,10529.232421875,5,46141.57304082938,115.35393260207346,time,20,0.9231970970513637,6389.235135943546,0.1384702496009378
SBICARD,momentum,2025-04-25,2025-05-26,863.0264907706279,824.1441090316737,903.3353271484375,179,154481.7418479424,386.204354619856,time,20,1.0366864007568313,6829.077357008063,0.04420637206259609
AXISBANK,reversal,2025-04-25,2025-05-26,1164.4060709863415,1014.7741797385231,1213.2266845703125,51,59384.709620303416,148.46177405075855,time,20,0.32627144639316813,2341.3895187317603,0.03942748114291103
POWERINDIA,momentum,2025-05-26,2025-05-29,16421.31634213169,15223.531173361534,18816.886679672,6,98527.89805279014,246.31974513197537,target,3,2.0,14127.102280109884,0.1433817483099126
